Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy,Model_Pred
2019-06-21,21,June,2019,34,Young Adults (25-34),F,United States,California,bikes,touring bikes,"touring-1000 yellow, 54",1,1482,2384,854,1482,2336,medium,black,plastic,2 Years,manufacturer c,4,8.71,8,19,False,38.78,UPS,Next Day,Premium,No Return,1
2019-05-11,11,May,2019,38,Adults (35-64),F,United States,Washington,bikes,touring bikes,"touring-3000 blue, 62",1,461,742,118,461,579,extra large,black,carbon fiber,1 Year,manufacturer a,2,3.89,7,7,True,35.51,FedEx,Express,Premium,30 Days,1
2014-06-19,19,June,2014,39,Adults (35-64),F,United States,Washington,bikes,touring bikes,"touring-1000 yellow, 54",1,1482,2384,378,1482,1860,large,red,plastic,3 Years,manufacturer c,5,6.58,2,7,True,69.61,DHL,Next Day,Premium,No Return,1
2019-07-10,10,July,2019,41,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,266,461,727,large,red,steel,Lifetime,manufacturer d,5,9.95,2,4,True,76.91,DHL,Standard,Premium,60 Days,1
2013-05-09,9,May,2013,41,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,266,461,727,medium,green,steel,1 Year,manufacturer c,5,7.39,3,9,True,30.0,FedEx,Express,Premium,60 Days,1
2022-06-08,8,June,2022,41,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,266,461,727,small,red,carbon fiber,2 Years,manufacturer a,5,11.62,3,21,True,5.43,GLS,Next Day,,7 Days,1
2021-06-08,8,June,2021,41,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,266,461,727,extra large,blue,plastic,1 Year,manufacturer c,5,3.95,2,18,False,16.87,FedEx,Express,,No Return,1
2018-03-18,18,March,2018,35,Adults (35-64),M,United States,Oregon,bikes,touring bikes,"touring-1000 yellow, 54",1,1482,2384,568,1482,2050,medium,red,plastic,3 Years,manufacturer c,3,5.51,1,12,True,61.93,DHL,Next Day,,30 Days,1
2013-11-21,21,November,2013,61,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 60",2,1482,2384,1709,2964,4673,large,black,aluminum,3 Years,manufacturer c,5,13.3,7,13,False,36.2,FedEx,Same Day,Basic,60 Days,1
2020-03-12,12,March,2020,61,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,small,black,steel,1 Year,manufacturer b,2,14.99,3,13,False,38.86,GLS,Express,,7 Days,1
2021-07-01,1,July,2021,30,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,592,1482,2074,small,green,carbon fiber,2 Years,manufacturer d,4,10.11,7,2,True,81.25,Posti,Same Day,Basic,30 Days,1
2014-06-15,15,June,2014,30,Young Adults (25-34),F,Germany,Brandenburg,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,878,1482,2360,large,red,carbon fiber,2 Years,manufacturer a,1,5.8,1,9,False,75.1,FedEx,Express,Basic,30 Days,1
2020-06-12,12,June,2020,31,Young Adults (25-34),M,France,Yveline,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,168,755,923,medium,green,plastic,3 Years,manufacturer a,1,0.52,9,6,False,5.29,FedEx,Standard,,30 Days,1
2023-06-21,21,June,2023,31,Young Adults (25-34),M,France,Yveline,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,168,755,923,large,blue,plastic,3 Years,manufacturer a,5,13.63,7,4,True,71.45,UPS,Next Day,Premium,30 Days,1
2021-06-28,28,June,2021,31,Young Adults (25-34),M,France,Yveline,bikes,touring bikes,"touring-2000 blue, 54",2,755,1215,337,1510,1847,small,white,steel,1 Year,manufacturer d,4,4.96,4,12,True,80.28,Posti,Express,Premium,30 Days,1
2022-11-15,15,November,2022,32,Young Adults (25-34),F,France,Seine Saint Denis,bikes,touring bikes,"touring-3000 yellow, 50",3,461,742,442,1383,1825,extra large,red,carbon fiber,2 Years,manufacturer d,5,4.32,3,10,True,70.86,GLS,Next Day,Premium,30 Days,1
2013-06-07,7,June,2013,32,Young Adults (25-34),F,France,Seine Saint Denis,bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,147,461,608,extra large,blue,aluminum,Lifetime,manufacturer a,5,13.23,8,24,True,67.18,DHL,Same Day,Premium,No Return,1
2017-04-23,23,April,2017,34,Young Adults (25-34),F,Germany,Hessen,bikes,touring bikes,"touring-3000 blue, 58",1,461,742,229,461,690,extra large,blue,steel,2 Years,manufacturer a,5,3.98,2,22,False,35.52,GLS,Standard,Premium,30 Days,1
2013-07-02,2,July,2013,18,Youth (<25),F,Germany,Hamburg,bikes,touring bikes,"touring-2000 blue, 46",1,755,1215,375,755,1130,extra large,white,plastic,Lifetime,manufacturer b,5,3.76,2,18,True,53.55,DHL,Standard,Basic,No Return,1
2013-09-21,21,September,2013,36,Adults (35-64),F,Germany,Saarland,bikes,touring bikes,"touring-3000 blue, 44",1,461,742,147,461,608,medium,red,carbon fiber,Lifetime,manufacturer a,1,7.76,3,4,True,79.54,Posti,Next Day,Premium,30 Days,1
2022-10-03,3,October,2022,37,Adults (35-64),F,Germany,Saarland,bikes,touring bikes,"touring-2000 blue, 46",1,755,1215,241,755,996,extra large,green,plastic,2 Years,manufacturer b,5,12.38,8,15,False,98.82,DHL,Same Day,Basic,7 Days,1
2014-12-19,19,December,2014,39,Adults (35-64),M,France,Seine Saint Denis,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,241,755,996,small,blue,carbon fiber,2 Years,manufacturer d,5,11.22,1,23,True,68.09,UPS,Next Day,,30 Days,1
2022-03-04,4,March,2022,39,Adults (35-64),M,Germany,Nordrhein-Westfalen,bikes,touring bikes,"touring-3000 yellow, 54",1,461,742,185,461,646,small,black,carbon fiber,Lifetime,manufacturer d,5,11.78,2,2,True,47.81,UPS,Standard,Basic,30 Days,1
2016-12-01,1,December,2016,27,Young Adults (25-34),F,France,Seine Saint Denis,bikes,touring bikes,"touring-3000 yellow, 62",1,461,742,147,461,608,large,white,aluminum,Lifetime,manufacturer b,4,1.63,7,7,True,24.24,Posti,Standard,Basic,60 Days,1
2017-12-13,13,December,2017,27,Young Adults (25-34),M,France,Nord,bikes,touring bikes,"touring-3000 blue, 50",1,461,742,185,461,646,extra large,black,steel,Lifetime,manufacturer a,2,1.62,8,15,False,61.13,FedEx,Same Day,Basic,60 Days,1
2017-01-28,28,January,2017,27,Young Adults (25-34),M,Germany,Saarland,bikes,touring bikes,"touring-3000 blue, 62",1,461,742,147,461,608,large,black,aluminum,3 Years,manufacturer c,5,10.35,2,6,True,7.27,FedEx,Standard,,No Return,1
2013-01-16,16,January,2013,29,Young Adults (25-34),F,Germany,Bayern,bikes,touring bikes,"touring-2000 blue, 54",3,755,1215,1344,2265,3609,large,black,steel,1 Year,manufacturer b,5,0.54,8,25,True,67.41,UPS,Standard,,30 Days,1
2020-12-06,6,December,2020,29,Young Adults (25-34),F,France,Moselle,bikes,touring bikes,"touring-2000 blue, 50",1,755,1215,314,755,1069,small,blue,aluminum,Lifetime,manufacturer a,2,9.22,3,26,False,47.46,FedEx,Next Day,Basic,No Return,1
2016-01-08,8,January,2016,18,Youth (<25),F,France,Nord,bikes,touring bikes,"touring-2000 blue, 46",3,755,1215,906,2265,3171,small,black,plastic,3 Years,manufacturer a,3,8.2,4,11,False,39.08,GLS,Standard,Premium,7 Days,1
2018-01-21,21,January,2018,19,Youth (<25),M,France,Seine Saint Denis,bikes,touring bikes,"touring-3000 blue, 50",1,461,742,147,461,608,small,black,aluminum,3 Years,manufacturer d,4,3.76,3,21,False,65.44,DHL,Same Day,Basic,7 Days,1
2023-01-30,30,January,2023,19,Youth (<25),M,Germany,Hamburg,bikes,touring bikes,"touring-3000 yellow, 58",3,461,742,687,1383,2070,small,black,carbon fiber,Lifetime,manufacturer a,3,1.14,4,23,True,52.79,UPS,Next Day,Premium,30 Days,1
2023-01-31,31,January,2023,26,Young Adults (25-34),F,France,Hauts de Seine,bikes,touring bikes,"touring-2000 blue, 60",1,755,1215,375,755,1130,small,blue,aluminum,Lifetime,manufacturer a,4,5.41,8,17,False,9.07,GLS,Standard,Premium,7 Days,1
2014-12-06,6,December,2014,27,Young Adults (25-34),M,Germany,Hamburg,bikes,touring bikes,"touring-2000 blue, 60",1,755,1215,375,755,1130,small,green,aluminum,2 Years,manufacturer a,5,10.0,6,29,True,24.59,FedEx,Same Day,,60 Days,1
2016-08-04,4,August,2016,28,Young Adults (25-34),F,France,Nord,bikes,touring bikes,"touring-3000 blue, 54",1,461,742,185,461,646,large,white,aluminum,3 Years,manufacturer a,4,7.32,8,0,False,69.17,UPS,Standard,Premium,7 Days,1
2022-02-26,26,February,2022,28,Young Adults (25-34),F,France,Nord,bikes,touring bikes,"touring-3000 blue, 54",1,461,742,185,461,646,large,red,carbon fiber,3 Years,manufacturer b,4,11.91,6,27,False,76.08,Posti,Next Day,Basic,7 Days,1
2022-03-25,25,March,2022,28,Young Adults (25-34),M,France,Moselle,bikes,touring bikes,"touring-3000 blue, 62",3,461,742,576,1383,1959,large,red,aluminum,Lifetime,manufacturer c,5,4.96,1,29,False,92.69,GLS,Next Day,Basic,60 Days,1
2017-03-18,18,March,2017,45,Adults (35-64),M,France,Nord,bikes,touring bikes,"touring-3000 yellow, 62",1,461,742,185,461,646,extra large,blue,aluminum,2 Years,manufacturer c,5,9.61,1,1,True,20.24,FedEx,Next Day,Basic,30 Days,1
2018-03-03,3,March,2018,45,Adults (35-64),M,France,Seine (Paris),bikes,touring bikes,"touring-3000 yellow, 44",1,461,742,147,461,608,small,green,steel,3 Years,manufacturer a,5,11.26,3,8,False,47.89,GLS,Same Day,Premium,7 Days,1
2019-07-05,5,July,2019,29,Young Adults (25-34),M,Germany,Hessen,bikes,touring bikes,"touring-3000 blue, 54",1,461,742,229,461,690,large,blue,steel,3 Years,manufacturer a,2,4.49,1,25,True,28.66,FedEx,Same Day,,60 Days,1
2018-03-02,2,March,2018,17,Youth (<25),F,France,Hauts de Seine,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,375,755,1130,extra large,red,steel,3 Years,manufacturer c,4,7.4,9,13,False,62.96,GLS,Next Day,,60 Days,1
2021-03-02,2,March,2021,17,Youth (<25),F,France,Hauts de Seine,bikes,touring bikes,"touring-2000 blue, 54",3,755,1215,1125,2265,3390,small,green,steel,3 Years,manufacturer c,5,5.64,8,20,True,98.7,UPS,Standard,Premium,60 Days,1
2021-04-19,19,April,2021,24,Youth (<25),F,France,Hauts de Seine,bikes,touring bikes,"touring-2000 blue, 46",1,755,1215,375,755,1130,small,green,aluminum,2 Years,manufacturer d,4,7.72,2,5,True,31.64,FedEx,Standard,Premium,No Return,1
2017-03-29,29,March,2017,31,Young Adults (25-34),M,United States,Washington,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,378,1482,1860,extra large,black,carbon fiber,1 Year,manufacturer d,4,9.77,5,26,False,71.66,DHL,Standard,,30 Days,1
2016-04-26,26,April,2016,31,Young Adults (25-34),M,United States,Washington,bikes,touring bikes,"touring-1000 blue, 50",2,1482,2384,755,2964,3719,small,red,carbon fiber,1 Year,manufacturer c,5,11.68,3,24,False,58.11,FedEx,Standard,,30 Days,1
2023-04-27,27,April,2023,31,Young Adults (25-34),M,United States,Washington,bikes,touring bikes,"touring-1000 blue, 50",3,1482,2384,1133,4446,5579,extra large,black,steel,3 Years,manufacturer b,4,1.78,8,16,False,99.6,UPS,Express,Premium,30 Days,1
2020-09-08,8,September,2020,48,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,854,1482,2336,large,red,steel,1 Year,manufacturer a,5,5.1,2,10,True,86.14,FedEx,Standard,Premium,No Return,1
2014-09-08,8,September,2014,48,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,854,1482,2336,large,green,carbon fiber,Lifetime,manufacturer a,5,9.98,2,2,True,55.06,Posti,Express,Basic,30 Days,1
2015-03-01,1,March,2015,48,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,854,1482,2336,large,black,steel,1 Year,manufacturer a,5,2.75,2,13,False,60.86,UPS,Next Day,,No Return,1
2020-02-13,13,February,2020,38,Adults (35-64),M,United States,Oregon,bikes,touring bikes,"touring-1000 blue, 46",1,1482,2384,568,1482,2050,medium,green,plastic,3 Years,manufacturer b,5,13.06,8,3,False,90.19,UPS,Express,Basic,7 Days,1
2014-05-09,9,May,2014,38,Adults (35-64),M,United States,Oregon,bikes,touring bikes,"touring-1000 blue, 46",1,1482,2384,568,1482,2050,medium,green,plastic,1 Year,manufacturer b,4,14.83,1,8,True,78.26,UPS,Next Day,,30 Days,1
2019-05-22,22,May,2019,40,Adults (35-64),F,United States,Oregon,bikes,touring bikes,"touring-1000 yellow, 60",2,1482,2384,1136,2964,4100,extra large,blue,carbon fiber,2 Years,manufacturer a,4,4.08,2,15,False,28.55,GLS,Next Day,Premium,7 Days,1
2022-07-24,24,July,2022,30,Young Adults (25-34),M,Germany,Bayern,bikes,touring bikes,"touring-3000 yellow, 54",1,461,742,274,461,735,medium,black,carbon fiber,Lifetime,manufacturer b,4,1.76,1,27,True,95.24,GLS,Standard,Premium,30 Days,1
2023-04-19,19,April,2023,30,Young Adults (25-34),F,France,Loiret,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,199,461,660,large,blue,carbon fiber,Lifetime,manufacturer a,4,4.35,1,4,True,70.32,UPS,Standard,Premium,7 Days,1
2019-04-16,16,April,2019,30,Young Adults (25-34),F,France,Seine (Paris),bikes,touring bikes,"touring-3000 yellow, 50",2,461,742,295,922,1217,extra large,green,aluminum,Lifetime,manufacturer a,3,4.02,2,18,True,10.03,Posti,Same Day,,30 Days,1
2023-04-25,25,April,2023,30,Young Adults (25-34),F,France,Seine (Paris),bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,147,461,608,large,white,plastic,Lifetime,manufacturer d,5,3.25,7,26,False,73.43,UPS,Same Day,Premium,30 Days,1
2014-04-25,25,April,2014,30,Young Adults (25-34),F,France,Seine (Paris),bikes,touring bikes,"touring-3000 yellow, 50",2,461,742,295,922,1217,medium,black,steel,Lifetime,manufacturer b,2,4.16,3,21,True,84.58,Posti,Standard,Premium,60 Days,1
2013-06-15,15,June,2013,30,Young Adults (25-34),F,France,Seine (Paris),bikes,touring bikes,"touring-3000 yellow, 50",2,461,742,295,922,1217,medium,black,aluminum,1 Year,manufacturer a,2,4.35,4,7,True,76.68,Posti,Express,Basic,30 Days,1
2013-05-23,23,May,2013,31,Young Adults (25-34),M,France,Val de Marne,bikes,touring bikes,"touring-3000 blue, 62",1,461,742,125,461,586,large,green,plastic,Lifetime,manufacturer c,4,11.77,9,3,False,14.33,GLS,Next Day,Basic,30 Days,1
2018-07-17,17,July,2018,31,Young Adults (25-34),M,Germany,Saarland,bikes,touring bikes,"touring-3000 yellow, 54",1,461,742,147,461,608,medium,black,steel,3 Years,manufacturer a,1,13.17,3,28,False,61.66,GLS,Next Day,Premium,No Return,1
2019-05-17,17,May,2019,32,Young Adults (25-34),F,France,Nord,bikes,touring bikes,"touring-3000 yellow, 54",1,461,742,185,461,646,extra large,red,plastic,3 Years,manufacturer d,3,0.61,6,25,False,21.52,FedEx,Next Day,,60 Days,1
2017-05-23,23,May,2017,33,Young Adults (25-34),M,France,Nord,bikes,touring bikes,"touring-3000 yellow, 44",1,461,742,185,461,646,extra large,white,steel,Lifetime,manufacturer d,4,0.51,3,25,True,76.17,DHL,Express,Basic,30 Days,1
2020-05-16,16,May,2020,32,Young Adults (25-34),M,France,Yveline,bikes,touring bikes,"touring-3000 blue, 62",1,461,742,103,461,564,medium,white,steel,1 Year,manufacturer d,3,10.0,3,17,False,35.29,UPS,Standard,,7 Days,1
2022-10-27,27,October,2022,19,Youth (<25),F,Germany,Nordrhein-Westfalen,bikes,touring bikes,"touring-3000 blue, 54",1,461,742,185,461,646,extra large,red,plastic,3 Years,manufacturer c,5,10.02,6,6,True,69.39,DHL,Next Day,,7 Days,1
2018-07-21,21,July,2018,22,Youth (<25),F,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 44",1,461,742,251,461,712,medium,black,aluminum,2 Years,manufacturer b,5,8.84,1,29,False,51.2,GLS,Same Day,Premium,7 Days,1
2014-02-22,22,February,2014,22,Youth (<25),F,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 44",1,461,742,251,461,712,medium,green,steel,1 Year,manufacturer c,4,0.74,8,16,False,40.26,Posti,Standard,Premium,60 Days,1
2014-07-01,1,July,2014,19,Youth (<25),F,Australia,New South Wales,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,592,1482,2074,medium,black,carbon fiber,1 Year,manufacturer a,5,11.38,4,20,False,57.99,GLS,Standard,Basic,7 Days,1
2022-07-01,1,July,2022,19,Youth (<25),F,Australia,New South Wales,bikes,touring bikes,"touring-1000 blue, 54",3,1482,2384,1776,4446,6222,extra large,green,aluminum,1 Year,manufacturer a,1,13.32,6,3,False,6.64,GLS,Standard,,60 Days,1
2013-09-12,12,September,2013,19,Youth (<25),M,Australia,New South Wales,bikes,touring bikes,"touring-2000 blue, 46",1,755,1215,302,755,1057,small,white,plastic,3 Years,manufacturer a,4,3.86,5,23,False,83.87,FedEx,Standard,,30 Days,1
2022-06-18,18,June,2022,36,Adults (35-64),M,France,Seine (Paris),bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,473,1482,1955,extra large,red,aluminum,1 Year,manufacturer b,4,0.78,4,17,False,92.35,GLS,Standard,Basic,No Return,1
2020-06-18,18,June,2020,36,Adults (35-64),M,France,Seine (Paris),bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,473,1482,1955,extra large,red,carbon fiber,2 Years,manufacturer a,1,10.82,5,20,False,47.8,Posti,Express,Basic,No Return,1
2017-12-18,18,December,2017,53,Adults (35-64),F,Australia,New South Wales,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,592,1482,2074,small,white,steel,Lifetime,manufacturer a,3,7.54,2,1,True,97.59,DHL,Next Day,,30 Days,1
2013-06-29,29,June,2013,49,Adults (35-64),M,Australia,New South Wales,bikes,touring bikes,"touring-2000 blue, 50",1,755,1215,302,755,1057,small,green,plastic,2 Years,manufacturer a,3,1.68,7,26,False,55.06,GLS,Same Day,Basic,60 Days,1
2021-08-18,18,August,2021,47,Adults (35-64),F,Australia,Victoria,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,205,755,960,large,black,plastic,Lifetime,manufacturer b,5,6.91,5,27,False,92.2,GLS,Express,Premium,60 Days,1
2019-05-07,7,May,2019,47,Adults (35-64),F,Australia,Victoria,bikes,touring bikes,"touring-2000 blue, 54",1,755,1215,205,755,960,extra large,red,steel,Lifetime,manufacturer b,3,3.03,5,20,False,53.68,Posti,Same Day,,30 Days,1
2023-09-08,8,September,2023,47,Adults (35-64),M,Australia,Victoria,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,125,461,586,extra large,white,plastic,3 Years,manufacturer a,4,1.18,2,22,False,59.92,DHL,Standard,,7 Days,1
2019-09-13,13,September,2019,47,Adults (35-64),M,Australia,Victoria,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,125,461,586,large,white,plastic,1 Year,manufacturer a,4,11.69,3,2,False,73.95,DHL,Same Day,,60 Days,1
2018-05-17,17,May,2018,47,Adults (35-64),M,Australia,Victoria,bikes,touring bikes,"touring-3000 yellow, 58",1,461,742,125,461,586,medium,blue,steel,2 Years,manufacturer c,5,4.65,8,10,True,41.23,FedEx,Standard,Premium,30 Days,1
2018-02-14,14,February,2018,40,Adults (35-64),F,Australia,New South Wales,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,592,1482,2074,extra large,red,aluminum,1 Year,manufacturer b,3,7.54,9,3,False,21.32,GLS,Express,,7 Days,1
2016-03-18,18,March,2016,35,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,854,1482,2336,extra large,red,carbon fiber,1 Year,manufacturer b,1,8.16,3,15,True,25.6,GLS,Express,,60 Days,1
2013-06-26,26,June,2013,35,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,854,1482,2336,extra large,blue,carbon fiber,3 Years,manufacturer b,5,0.93,3,23,True,28.5,UPS,Same Day,Basic,30 Days,1
2022-01-30,30,January,2022,38,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,large,red,aluminum,Lifetime,manufacturer b,5,6.78,8,6,True,23.61,UPS,Same Day,Basic,30 Days,1
2014-05-04,4,May,2014,38,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,small,black,aluminum,3 Years,manufacturer a,1,3.12,9,9,False,7.25,FedEx,Next Day,,No Return,1
2017-05-31,31,May,2017,38,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,small,red,aluminum,Lifetime,manufacturer a,5,1.16,8,27,True,23.93,DHL,Next Day,Premium,60 Days,1
2021-06-06,6,June,2021,38,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,small,red,plastic,2 Years,manufacturer a,4,7.63,2,6,True,97.74,GLS,Next Day,Premium,30 Days,1
2018-06-23,23,June,2018,38,Adults (35-64),F,United States,California,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,854,1482,2336,small,blue,plastic,3 Years,manufacturer a,3,5.56,1,6,False,48.13,DHL,Same Day,Premium,No Return,1
2023-04-12,12,April,2023,28,Young Adults (25-34),M,Australia,New South Wales,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,592,1482,2074,extra large,green,steel,Lifetime,manufacturer a,3,2.89,9,19,False,68.39,GLS,Next Day,Premium,No Return,1
2015-08-29,29,August,2015,28,Young Adults (25-34),F,Australia,Queensland,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,521,1482,2003,small,green,steel,2 Years,manufacturer a,4,8.29,9,22,True,85.14,DHL,Same Day,,No Return,1
2023-06-15,15,June,2023,33,Young Adults (25-34),F,United States,California,bikes,touring bikes,"touring-1000 yellow, 50",1,1482,2384,854,1482,2336,medium,blue,plastic,3 Years,manufacturer b,5,11.44,2,24,True,8.06,Posti,Standard,Premium,7 Days,1
2014-07-16,16,July,2014,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,extra large,blue,carbon fiber,Lifetime,manufacturer d,1,0.83,7,18,False,77.57,Posti,Standard,,30 Days,1
2017-07-24,24,July,2017,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,extra large,white,steel,Lifetime,manufacturer b,4,10.4,3,21,True,79.55,UPS,Same Day,Basic,7 Days,1
2018-07-24,24,July,2018,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,small,blue,carbon fiber,3 Years,manufacturer d,5,5.69,6,0,True,68.69,FedEx,Same Day,,7 Days,1
2014-02-17,17,February,2014,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,small,green,plastic,1 Year,manufacturer d,5,12.43,6,0,False,96.41,DHL,Standard,,No Return,1
2016-02-17,17,February,2016,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,extra large,green,steel,1 Year,manufacturer a,4,4.43,2,27,False,59.69,Posti,Express,,30 Days,1
2021-03-31,31,March,2021,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,extra large,green,carbon fiber,3 Years,manufacturer b,4,7.51,6,0,False,72.68,FedEx,Express,Basic,30 Days,1
2016-06-05,5,June,2016,35,Adults (35-64),M,United States,California,bikes,touring bikes,"touring-1000 blue, 50",1,1482,2384,854,1482,2336,small,blue,plastic,1 Year,manufacturer d,3,1.22,8,28,True,26.05,UPS,Standard,Basic,30 Days,1
2018-05-31,31,May,2018,37,Adults (35-64),F,United States,Oregon,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,568,1482,2050,small,black,plastic,3 Years,manufacturer d,4,1.49,8,28,True,90.35,UPS,Standard,Premium,30 Days,1
2017-06-20,20,June,2017,37,Adults (35-64),F,United States,Oregon,bikes,touring bikes,"touring-1000 yellow, 60",1,1482,2384,568,1482,2050,extra large,red,steel,1 Year,manufacturer a,4,8.57,7,11,True,50.94,UPS,Same Day,Premium,60 Days,1
2021-08-17,17,August,2021,39,Adults (35-64),F,Australia,Queensland,bikes,touring bikes,"touring-1000 yellow, 60",3,1482,2384,1562,4446,6008,large,red,steel,Lifetime,manufacturer a,1,11.76,1,28,False,74.48,FedEx,Standard,Premium,7 Days,1
2016-03-10,10,March,2016,40,Adults (35-64),F,Australia,Victoria,bikes,touring bikes,"touring-1000 blue, 54",1,1482,2384,401,1482,1883,medium,white,aluminum,1 Year,manufacturer a,1,14.41,1,23,False,69.24,Posti,Express,,7 Days,1
2015-05-09,9,May,2015,30,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,251,461,712,extra large,white,carbon fiber,3 Years,manufacturer a,4,1.06,8,23,True,41.83,GLS,Next Day,Premium,No Return,1
2021-05-23,23,May,2021,30,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 50",2,461,742,503,922,1425,medium,blue,aluminum,3 Years,manufacturer d,1,2.43,3,28,False,97.76,UPS,Same Day,Premium,30 Days,1
2015-06-15,15,June,2015,30,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,251,461,712,extra large,black,plastic,3 Years,manufacturer c,3,7.61,6,28,True,98.36,Posti,Same Day,Basic,7 Days,1
2016-06-29,29,June,2016,30,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,251,461,712,medium,white,steel,2 Years,manufacturer d,5,4.3,8,23,False,54.83,GLS,Same Day,,60 Days,1
2018-06-29,29,June,2018,30,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-3000 yellow, 50",1,461,742,251,461,712,medium,red,steel,1 Year,manufacturer b,3,10.46,4,19,False,19.21,FedEx,Express,Basic,60 Days,1
2017-12-10,10,December,2017,34,Young Adults (25-34),M,Germany,Saarland,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,473,1482,1955,small,blue,steel,Lifetime,manufacturer c,5,8.22,3,14,True,98.42,FedEx,Express,Premium,30 Days,1
2019-12-10,10,December,2019,34,Young Adults (25-34),M,Germany,Saarland,bikes,touring bikes,"touring-1000 blue, 60",1,1482,2384,473,1482,1955,small,white,carbon fiber,1 Year,manufacturer a,2,10.2,4,9,True,49.08,GLS,Express,,30 Days,1
2014-07-02,2,July,2014,34,Young Adults (25-34),M,United Kingdom,England,bikes,touring bikes,"touring-1000 blue, 54",2,1482,2384,1613,2964,4577,medium,green,carbon fiber,1 Year,manufacturer a,3,13.11,5,19,True,34.69,DHL,Same Day,Basic,30 Days,1
